作业流水号,号牌号码,车架号,保险单开始时间,保险单结束时间,号牌种类,检测站
2018071004344,粤AE22W2,LVZKN2195GC133868,2018/1/1 0:00,2018/12/31 0:00,小型汽车,广州市安运机动车检测站有限公司
2018071004345,粤A2862M,LDC828W3640103616,2017/8/23 0:00,2018/8/22 0:00,小型汽车,广州市安华机动车检测有限公司
2018071004346,粤AT6239,LFMAC22C860755157,2017/9/20 0:00,2018/9/19 0:00,小型汽车,广州市泽贤汽车检测有限公司
2018071004347,粤Y608Q6,LFMKV30FXA0047485,2017/7/29 0:00,2018/7/28 0:00,小型汽车,广州市大康机动车检测有限公司
2018071004348,粤A7950E,LFV3A23C8C3807454,2018/6/17 0:00,2019/6/16 0:00,小型汽车,广州交通集团汽车检测服务有限公司
2018071004349,粤AB2B32,LGK022K64B9E05764,2018/7/10 0:00,2019/7/9 0:00,小型汽车,广州市番禺区石基机动车检测站
2018071004350,粤A807LR,LTVBR22E140617173,2017/7/11 0:00,2018/7/10 0:00,小型汽车,广州市天河安利汽车检测中心
2018071004351,粤AY2E04,LJDCAA234C0049745,2017/7/29 0:00,2018/7/28 0:00,小型汽车,广州芳村机动车检测服务有限公司
2018071004352,粤AC693X,LFV3A13C893022659,2017/7/21 0:00,2018/7/20 0:00,小型汽车,广州骏欣机动车检测有限公司
2018071004353,粤A3SV70,LVGBM51K2HG727828,2017/7/27 0:00,2018/7/26 0:00,小型汽车,广州市交海汽车检测有限公司
2018071004354,粤A336WB,LVGCU903XAG042522,2017/8/17 0:00,2018/8/16 0:00,小型汽车,广州市番通汽车检测有限公司
2018071004355,粤AF1907,LZYTDGCDXA1031572,2017/11/21 0:00,2018/11/20 0:00,大型汽车,广州交通集团汽车检测服务有限公司
2018071004356,粤S8A0M0,LGBF1DE06AR277765,2017/9/9 0:00,2018/9/8 0:00,小型汽车,广州市白云区粤翔机动车检测站
2018071004357,粤AN760Z,LVGDC46A7EG569391,2017/7/28 0:00,2018/7/27 0:00,小型汽车,广州市嘉保车辆检测技术有限公司
2018071004358,粤AY4E65,LJDCAA232C0050294,2017/7/29 0:00,2018/7/28 0:00,小型汽车,广州芳村机动车检测服务有限公司
2018071004359,粤A7066H,LZWACAGA974140712,2018/7/11 0:00,2019/7/10 0:00,小型汽车,广州市冠新机动车安全检测有限公司
2018071004360,粤A2JU07,LFV2B21K8B3232497,2017/10/10 0:00,2018/10/9 0:00,小型汽车,广州市集威汽车检测有限公司
2018071004361,粤AE70D8,LVHRR8888G5008102,2018/6/13 0:00,2019/6/12 0:00,小型汽车,广州科韵汽车检测有限公司
2018071004362,粤AV3687,LJ166X593FB100546,2017/8/29 0:00,2018/8/28 0:00,大型汽车,广州市大康机动车检测有限公司
2018071004363,粤AK902C,LFV2A2152B3568689,2017/8/7 0:00,2018/8/6 0:00,小型汽车,广州骏欣机动车检测有限公司
2018071004364,粤AY5J01,LJDCAA233C0049493,2017/7/29 0:00,2018/7/28 0:00,小型汽车,广州芳村机动车检测服务有限公司
2018071004365,粤A6311N,WDB2200631A096464,2017/7/27 0:00,2018/7/26 0:00,小型汽车,广州大昌行喜龙机动车检测有限公司
2018071004366,粤AF0S74,L6T7524S7BN038453,2017/9/27 0:00,2018/9/26 0:00,小型汽车,广州科韵汽车检测有限公司
2018071004367,粤A231P9,LVFAD1AD68G013811,2018/6/26 0:00,2019/6/25 0:00,小型汽车,广州嘉德机动车检测服务有限公司
2018071004368,粤AB290Z,LSGJA52U7CS186874,2017/7/28 0:00,2018/7/27 0:00,小型汽车,广州市亚飞豪健机动车检测有限公司
2018071004369,粤A0712Q,LJ12FKR1494216868,2017/7/30 0:00,2018/7/29 0:00,小型汽车,广州穗安环保科技发展有限公司
2018071004370,粤AY4E97,LJDCAA236C0049827,2017/7/29 0:00,2018/7/28 0:00,小型汽车,广州芳村机动车检测服务有限公司
2018071004371,粤A2C0S2,LVAV2JVB0GE125634,2018/7/10 0:00,2019/7/9 0:00,小型汽车,广州市亚飞豪健机动车检测有限公司
2018071004372,粤BU11T7,LJNMDV1L3EN198735,2017/10/10 0:00,2018/10/9 0:00,小型汽车,广州市番通汽车检测有限公司
2018071004373,粤A2QX87,LZWDBAGA4FA049301,2017/7/20 0:00,2018/7/19 0:00,小型汽车,广州市安行机动车检测服务有限公司
2018071004374,粤AB713,LHGG12635B2001151,2018/2/14 0:00,2019/2/13 0:00,教练汽车,广州市天河安利汽车检测中心
2018071004375,粤A4DS33,LVBV3JBB3EJ019423,2018/6/5 0:00,2019/6/4 0:00,小型汽车,广州市白云区粤翔机动车检测站
2018071004376,粤AW077K,LGBP12E26BY029064,2018/7/5 0:00,2019/7/4 0:00,小型汽车,广州市番禺区番安机动车检测站
2018071004377,粤AD33P8,LSGUD84X8GE018128,2018/6/24 0:00,2019/6/23 0:00,小型汽车,广州市普安机动车检测有限公司
2018071004378,粤A633WK,LFMBEK4B0A0017610,2017/8/7 0:00,2018/8/6 0:00,小型汽车,广州华工机动车检测技术有限公司
2018071004379,粤AM3151,L8AL2CGF3DB001558,2018/1/1 0:00,2018/12/31 0:00,大型汽车,广州市安运机动车检测站有限公司
2018071004380,粤A135BD,LWLNKR8V49L028207,2018/5/2 0:00,2019/5/1 0:00,小型汽车,广州市广骏信源汽车检测服务有限公司
2018071004381,粤A7133,LFV2A11G683134912,2018/3/5 0:00,2019/3/4 0:00,教练汽车,广州市天河安利汽车检测中心
2018071004382,粤A0E9H0,LSCAB23EXHG133181,2018/7/6 0:00,2019/7/5 0:00,小型汽车,广州市广骏信源汽车检测服务有限公司
2018071004383,粤AK820A,LFMAP22C7A0170194,2018/7/2 0:00,2019/7/1 0:00,小型汽车,广州大昌行喜龙机动车检测有限公司
2018071004384,粤A2UK57,LSCABN3E5FE038876,2018/7/9 0:00,2019/7/8 0:00,小型汽车,广州广保安车辆检测有限公司
2018071004385,粤A419A3,LHGRB187772020341,2018/6/21 0:00,2019/6/20 0:00,小型汽车,广州市城市客运交通技术咨询服务中心
2018071004386,鲁P183RF,LTVBG864750054268,2018/7/5 0:00,2019/7/4 0:00,小型汽车,广州市广骏信源汽车检测服务有限公司
2018071004387,粤A3AW66,LHGCP167982006016,2017/8/1 0:00,2018/7/31 0:00,小型汽车,广州市翔龙机动车检测有限公司
2018071004388,粤A3EM47,LJ11KBBC3E8013704,2018/7/8 0:00,2019/7/7 0:00,小型汽车,广州市白云区粤翔机动车检测站
2018071004389,粤AX5B41,LBEEFAGAXDX336872,2017/8/2 0:00,2018/8/1 0:00,小型汽车,广州嘉德机动车检测服务有限公司
2018071004390,粤AC7692,LTVBJ222560032239,2018/7/10 0:00,2019/7/9 0:00,小型汽车,广州市天河安利汽车检测中心
2018071004391,粤A185AU,LS4AAB3R29A077503,2017/8/19 0:00,2018/8/18 0:00,小型汽车,广州嘉德机动车检测服务有限公司
2018071004392,粤AY5J11,LJDCAA230C0051024,2017/7/29 0:00,2018/7/28 0:00,小型汽车,广州芳村机动车检测服务有限公司
2018071004393,粤A676858,LS4ASB3E5JG676858,2018/7/10 0:00,2019/7/10 0:00,小型汽车,广州市交海汽车检测有限公司
2018071004394,粤BP33F3,LJNMDV1L7EN049485,2017/7/20 0:00,2018/7/19 0:00,小型汽车,广州市必高飘峰汽车检测站
2018071004395,粤A1G3S0,LR83STG69HB201368,2017/8/16 0:00,2018/8/15 0:00,小型汽车,广东广物汽贸机动车检测服务有限公司
2018071004396,粤AY948H,LVSHBFAF4BF174417,2017/7/21 0:00,2018/7/20 0:00,小型汽车,广州大昌行喜龙机动车检测有限公司
2018071004397,粤AJX612,LGXC14CG4C1078762,2018/6/25 0:00,2019/6/24 0:00,小型汽车,广州市翔龙机动车检测有限公司
2018071004398,粤A5K589,JN1CBAN16Z0000688,2017/8/18 0:00,2018/8/17 0:00,小型汽车,广州市检安机动车检测有限公司
2018071004399,粤AN859G,LJNMFEBG5BN070861,2017/8/16 0:00,2018/8/15 0:00,小型汽车,广州市园林水荫机动车检测站
2018071004400,粤A550KQ,LZWACAGA2A6117526,2017/9/20 0:00,2018/9/19 0:00,小型汽车,广州市安华机动车检测有限公司
2018071004401,粤A775MS,LSVNF41Z2B2520911,2017/7/26 0:00,2018/7/25 0:00,小型汽车,广州番骏机动车检测有限公司
2018071004402,粤AC90M8,LVFBAGBD3EK001607,2018/7/8 0:00,2019/7/7 0:00,小型汽车,广州市集威汽车检测有限公司
2018071004403,粤A113WW,LFMGJE72XAS002518,2017/7/23 0:00,2018/7/22 0:00,小型汽车,广州市冠新机动车安全检测有限公司
2018071004404,粤A6H1U6,LVZKR21BXHC132207,2018/1/1 0:00,2018/12/31 0:00,小型汽车,广州市安运机动车检测站有限公司
2018071004405,粤A7RW03,LDCC43X3670544625,2018/7/10 0:00,2019/7/9 0:00,小型汽车,广州隆新汽车检测服务有限公司
2018071004406,粤A9822R,LHGRC3829G8041962,2017/8/26 0:00,2018/8/25 0:00,小型汽车,广州市大康机动车检测有限公司
2018071004407,粤S51U57,LSGJU52P54S263292,2017/9/1 0:00,2018/8/31 0:00,小型汽车,广东粤港机动车检测有限公司
2018071004408,粤AJ601,LGS3JNS70A0000284,2018/1/1 0:00,2018/12/31 0:00,挂车,广州广保安车辆检测有限公司
2018071004409,粤A91661,LZYTEGC60B1049823,2018/1/16 0:00,2019/1/15 0:00,大型汽车,广州八镒汽车科技有限公司
2018071004410,粤AK71T5,LZWACAGA1A6011567,2018/5/24 0:00,2019/5/23 0:00,小型汽车,广州市园林水荫机动车检测站
2018071004411,粤AY5J74,LJDCAA232C0051087,2017/8/9 0:00,2018/8/8 0:00,小型汽车,广州芳村机动车检测服务有限公司
2018071004412,粤AD3Q52,LGXC16AF9B0120059,2017/7/30 0:00,2018/7/29 0:00,小型汽车,广州市安华机动车检测有限公司
2018071004413,粤A737WV,LSGJA52U3AS112364,2017/7/30 0:00,2018/7/29 0:00,小型汽车,广州市天河安利汽车检测中心
2018071004414,粤AC962P,LSGPC54R8BF063041,2018/7/13 0:00,2019/7/12 0:00,小型汽车,广州华工机动车检测技术有限公司
2018071004415,粤A4YD89,LVHFA1636B5054142,2017/7/18 0:00,2018/7/17 0:00,小型汽车,广州市诚安汽车科技有限公司
2018071004416,粤AGJ965,LTVBR22E340625307,2017/8/25 0:00,2018/8/24 0:00,小型汽车,广州大昌行喜龙机动车检测有限公司
2018071004417,粤AQ9N49,LZWACAGA9A7018356,2018/5/26 0:00,2019/5/25 0:00,小型汽车,广州市安行机动车检测服务有限公司
2018071004418,粤A3718K,LFMBE84B690127642,2018/6/15 0:00,2019/6/14 0:00,小型汽车,增城市新塘机动车检测站
2018071004419,粤AM59J5,LVGBM51K6HG727864,2017/7/27 0:00,2018/7/26 0:00,小型汽车,广州市交海汽车检测有限公司
2018071004420,粤AD5S88,LFMARE2C3B0318838,,,小型汽车,广州市荔江机动车检测有限公司
2018071004421,粤AY4E79,LJDCAA234C0049499,2017/7/29 0:00,2018/7/28 0:00,小型汽车,广州芳村机动车检测服务有限公司
2018071004422,粤AK4J43,LFV3A28K1B3073402,2018/1/12 0:00,2019/1/11 0:00,小型汽车,广东广物汽贸机动车检测服务有限公司
2018071004423,粤AUC796,LS4BCB0D24A110080,2018/7/7 0:00,2019/7/6 0:00,小型汽车,广州市集威汽车检测有限公司
2018071004424,粤AAJ783,LNYFBKA32GV402455,2018/5/17 0:00,2019/5/16 0:00,大型汽车,广州穗安环保科技发展有限公司
2018071004425,粤A211P8,LVGBH40K48G064276,2018/7/1 0:00,2019/6/30 0:00,小型汽车,广州科韵汽车检测有限公司
2018071004426,粤A478KH,LGBG12E04AY119696,2017/8/30 0:00,2018/8/29 0:00,小型汽车,广州科韵汽车检测有限公司
2018071004427,粤A7745D,LH17CKKF49H120661,2017/9/2 0:00,2018/9/1 0:00,小型汽车,广州大昌行喜龙机动车检测有限公司
2018071004428,粤A6BJ95,LGDCH91G2HA109104,2018/6/30 0:00,2019/6/29 0:00,小型汽车,广州市黄埔姬堂机动车检测站
2018071004429,粤ALD260,LVHRD787355005069,2017/9/14 0:00,2018/9/13 0:00,小型汽车,广州市安行机动车检测服务有限公司
2018071004430,粤A1JA63,JF1BR96D2AG029351,2017/8/22 0:00,2018/8/21 0:00,小型汽车,广州骏欣机动车检测有限公司
2018071004431,粤A711MS,LGXC16AF6B0095184,2017/7/26 0:00,2018/7/25 0:00,小型汽车,广州骏欣机动车检测有限公司
2018071004432,粤AKS966,LSGJV52P85H006431,2018/7/7 0:00,2019/7/6 0:00,小型汽车,广州市园林水荫机动车检测站
2018071004433,粤A2RR47,LBEEFAGA4FX354982,2018/6/4 0:00,2019/6/3 0:00,小型汽车,广州交通集团汽车检测服务有限公司
2018071004434,粤AS1R73,LGBG22E07CY527853,2017/8/7 0:00,2018/8/6 0:00,小型汽车,广州市天河安利汽车检测中心
2018071004435,粤A762A0,LJNTGU2G67N011828,2017/7/29 0:00,2018/7/28 0:00,小型汽车,广州市京晟机动车检测有限公司
2018071004436,粤AA350H,JTJBK11A0A2008294,2017/8/5 0:00,2018/8/4 0:00,小型汽车,广州市必高飘峰汽车检测站
2018071004437,粤AY655Q,LVSHFFAL3BN162632,2018/7/10 0:00,2019/7/9 0:00,小型汽车,广州市园林水荫机动车检测站
2018071004438,粤AL765Z,LVGDA46AXBG115170,2017/11/18 0:00,2018/11/17 0:00,小型汽车,广州市园林水荫机动车检测站
2018071004439,粤A3EM52,LSCBBN3RXEG603584,2018/7/10 0:00,2019/7/9 0:00,小型汽车,广州市番禺区石基机动车检测站
2018071004440,皖KJ369M,LGKG42G9XC9732535,2017/8/28 0:00,2018/8/27 0:00,小型汽车,广州市诚安汽车科技有限公司
2018071004441,粤A9567S,LHGRB3862A8026863,2018/7/6 0:00,2019/7/5 0:00,小型汽车,广东大路机动车检测有限公司
2018071004442,粤AFR021,KNAUP752346605328,,,小型汽车,广州隆新汽车检测服务有限公司
2018071004443,粤ALK755,KNAKU8161E5500416,2018/3/13 0:00,2019/3/12 0:00,小型汽车,广州科韵汽车检测有限公司
2018071004444,粤AQ783X,LFMAP22C4A0170511,2018/6/24 0:00,2019/6/23 0:00,小型汽车,广州市集威汽车检测有限公司
2018071004445,粤A355SQ,LSGUD82C59E010250,2017/7/16 0:00,2018/7/15 0:00,小型汽车,广州市黄埔姬堂机动车检测站
2018071004446,粤A5SE91,LVGBM51K4HG723814,2017/7/19 0:00,2018/7/18 0:00,小型汽车,广州市交海汽车检测有限公司
2018071004447,粤AJ0088,WDB1290671F-112054,2018/1/5 0:00,2019/1/4 0:00,小型汽车,广州市外运机动车检测有限公司
2018071004448,粤A8912E,LSGUD82C8AE030447,2017/7/27 0:00,2018/7/26 0:00,小型汽车,广州市龙口汽车检测有限公司
2018071004449,粤A91662,LZYTEGC61B1049832,2018/1/16 0:00,2019/1/15 0:00,大型汽车,广州八镒汽车科技有限公司
2018071004450,粤AJ4X14,LBVPS5101CSD62304,,,小型汽车,广州大昌行喜龙机动车检测有限公司
2018071004451,粤A8H2X6,LGWCBD186HB003205,2018/4/21 0:00,2019/4/20 0:00,小型汽车,广州市泽贤汽车检测有限公司
2018071004452,粤AF6778,LWLNKRTX6AL002995,2017/12/19 0:00,2018/12/18 0:00,大型汽车,广东粤港机动车检测有限公司
2018071004453,粤Y051A3,LGBF1DE089R168428,2018/6/12 0:00,2019/6/11 0:00,小型汽车,广州市龙口汽车检测有限公司
2018071004454,粤A606FW,LSGGF53XXAH297224,2018/6/26 0:00,2019/6/25 0:00,小型汽车,广州市安华机动车检测有限公司
2018071004455,粤A1835J,LVBV3JBB3BJ028036,2018/7/10 0:00,2019/7/9 0:00,小型汽车,广东粤港机动车检测有限公司
2018071004456,桂NMR588,LZWACAGA2A1113781,2017/8/5 0:00,2018/8/4 0:00,小型汽车,广州市番鸿汽车检测有限公司
2018071004457,粤AU460U,JTHGM46F575017779,2017/7/12 0:00,2018/7/11 0:00,小型汽车,广州市南英机动车辆检测有限公司
2018071004458,粤AG0317,LWLNRRTX9AL003571,2017/8/14 0:00,2018/8/13 0:00,大型汽车,广州骏朋汽车检测服务有限公司
2018071004459,粤H02K72,LVSHFCAC3GH103620,2018/6/21 0:00,2019/6/20 0:00,小型汽车,广州番骏机动车检测有限公司
2018071004460,粤A5580Z,LGBK22E7X9Y080466,2018/7/7 0:00,2019/7/6 0:00,小型汽车,广州华工机动车检测技术有限公司
2018071004461,粤A6FC12,LVHRR7827E5011026,2017/9/7 0:00,2018/9/6 0:00,小型汽车,广州怡乐机动车检测有限公司
2018071004462,粤A2ZW66,LVGBY80E3HG047910,2018/7/4 0:00,2019/7/3 0:00,小型汽车,广州市交海汽车检测有限公司
2018071004463,粤A149D8,TRUAF28J381040953,2018/7/12 0:00,2019/7/11 0:00,小型汽车,广东粤旅汽车检测有限公司检测站
2018071004464,粤AB25B9,LGBF1AE05AR232217,2017/9/11 0:00,2018/9/10 0:00,小型汽车,广州市途进汽车检测有限公司
2018071004465,粤A2FL36,LJNTGU2G3EN102200,2017/8/5 0:00,2018/8/4 0:00,小型汽车,广州市天河安利汽车检测中心
2018071004466,粤AG390A,LFMAP22C0C0404579,2017/8/15 0:00,2018/8/14 0:00,小型汽车,广州市翔龙机动车检测有限公司
2018071004467,粤A7CJ74,LWLNKA1G7DL097494,2018/7/10 0:00,2019/7/9 0:00,小型汽车,广州市南英机动车辆检测有限公司
2018071004468,粤A85G93,LVGBE42K36G039677,2018/7/4 0:00,2019/7/3 0:00,小型汽车,广州新笃机动车检测有限公司
2018071004469,粤GZ7022,LFMAPE2C9A0172059,2018/7/1 0:00,2019/6/30 0:00,小型汽车,广州市必高飘峰汽车检测站
2018071004470,粤AJ213T,LZWACAGA1A7138717,2017/9/30 0:00,2018/9/29 0:00,小型汽车,广州嘉德机动车检测服务有限公司
2018071004471,粤R95M41,LZWADAGA6GB287501,2018/7/15 0:00,2019/7/14 0:00,小型汽车,广州市龙口汽车检测有限公司
2018071004472,粤A34A85,LSGDC82D56E016007,2018/6/29 0:00,2019/6/28 0:00,小型汽车,广州怡乐机动车检测有限公司
2018071004473,粤A0327X,LGBH12E07AY123231,2018/7/1 0:00,2019/6/30 0:00,小型汽车,广州大昌行喜龙机动车检测有限公司
2018071004474,粤ABY455,LHGCM566942024095,2018/7/3 0:00,2019/7/2 0:00,小型汽车,广州市安骏机动车检测服务有限公司
2018071004475,粤AF7522,LSYHGACG5AK044708,2018/7/10 0:00,2019/7/9 0:00,大型汽车,广州市外运机动车检测有限公司
2018071004476,粤A9RG75,LBEEFAGA7FX354930,2018/6/4 0:00,2019/6/3 0:00,小型汽车,广州交通集团汽车检测服务有限公司
2018071004477,京N0PB99,LFMGJE727AS002167,2017/12/4 0:00,2018/12/3 0:00,小型汽车,广州大昌行喜龙机动车检测有限公司
2018071004478,粤A7H1Z0,LSGSJ52NX2S147174,2017/12/30 0:00,2018/12/29 0:00,小型汽车,广州从化河东南汽车检测站有限公司
2018071004479,粤AH8510800,LJ11KAA1XH8510800,2018/6/6 0:00,2019/6/5 0:00,小型汽车,广州市升平机动车检测有限公司
2018071004480,粤AD02Y9,LVGEN56AXGG099820,2017/8/2 0:00,2018/8/1 0:00,小型汽车,广州从速机动车服务有限公司
2018071004481,粤A504AU,LWLDMRHF99L024670,2017/9/7 0:00,2018/9/6 0:00,小型汽车,广州市外运机动车检测有限公司
2018071004482,粤AP1419,LWLDAA1G9EL055182,2018/7/9 0:00,2019/7/8 0:00,大型汽车,广州穗安环保科技发展有限公司
2018071004483,粤A4711X,LMGDK1G58C1004003,2017/7/30 0:00,2018/7/29 0:00,小型汽车,广州市城市客运交通技术咨询服务中心
2018071004484,粤AJ3207217,LJ13R4DJ5J3207217,2018/7/10 0:00,2019/7/9 0:00,大型汽车,广州市桥北机动车辆检测有限公司
2018071004485,粤A957HF,LWLNKR8W0AL041954,2018/7/3 0:00,2019/7/2 0:00,小型汽车,广州市外运机动车检测有限公司
2018071004486,粤AY4E27,LJDCAA232C0049775,2017/7/29 0:00,2018/7/28 0:00,小型汽车,广州芳村机动车检测服务有限公司
2018071004487,粤AW1M83,LZWACAGA3A7079590,2017/12/15 0:00,2018/12/14 0:00,小型汽车,广州怡乐机动车检测有限公司
2018071004488,粤A661VU,3GYFN9EY7BS628030,2017/7/27 0:00,2018/7/26 0:00,小型汽车,广州市外运机动车检测有限公司
2018071004489,粤A365P0,LGBF1DE098R112254,2017/7/11 0:00,2018/7/10 0:00,小型汽车,广州科韵汽车检测有限公司
2018071004490,粤AVR787,LFMAP22C880056991,2017/7/21 0:00,2018/7/20 0:00,小型汽车,广州市集威汽车检测有限公司
2018071004491,粤AH8510799,LJ11KAA17H8510799,2018/6/6 0:00,2019/6/5 0:00,小型汽车,广州市升平机动车检测有限公司
2018071004492,粤A6VR95,LVGBY80EXHG048651,2018/7/7 0:00,2019/7/6 0:00,小型汽车,广州市交海汽车检测有限公司
2018071004493,粤ALE527,LS4AAH2R84A001426,2017/10/1 0:00,2018/9/30 0:00,小型汽车,广州市翔龙机动车检测有限公司
2018071004494,粤AD9Q40,LFMAPE2C8B0306710,2017/8/18 0:00,2018/8/17 0:00,小型汽车,广州广保安车辆检测有限公司
2018071004495,粤AXY512,LFMARE2C480088820,2017/10/18 0:00,2018/10/17 0:00,小型汽车,广州市必高飘峰汽车检测站
2018071004496,粤AC5T80,LGBH12E05BY206609,2017/8/22 0:00,2018/8/21 0:00,小型汽车,广州嘉德机动车检测服务有限公司
2018071004497,粤AKQ045,LGBG12E295Y003966,2018/7/5 0:00,2019/7/4 0:00,小型汽车,广州市大康机动车检测有限公司
2018071004498,粤A2H2T9,LBESCCBK63X035828,2017/10/11 0:00,2018/10/10 0:00,小型汽车,广州大昌行喜龙机动车检测有限公司
2018071004499,粤A4P5C7,LVGBH42KXAG384902,2017/8/24 0:00,2018/8/23 0:00,小型汽车,广州市番禺区番安机动车检测站
2018071004500,粤AS1P27,LHGGM2517C2043863,2017/7/17 0:00,2018/7/16 0:00,小型汽车,广州市亚飞豪健机动车检测有限公司
2018071004501,粤A573WM,LS4ASB3R6BA026380,2017/9/13 0:00,2018/9/12 0:00,小型汽车,广州市黄埔姬堂机动车检测站
2018071004502,粤AP825V,JTEGD54M5BA027068,2017/7/18 0:00,2018/7/17 0:00,小型汽车,广州市泽贤汽车检测有限公司
2018071004503,粤AVP932,LFV2A21K673068614,2017/7/13 0:00,2018/7/12 0:00,小型汽车,广州市集威汽车检测有限公司
2018071004504,粤A0AF60,JTHKR5BH3C2109221,2017/7/28 0:00,2018/7/27 0:00,小型汽车,广州番骏机动车检测有限公司
2018071004505,粤AE63E0,LZWADAGA3G8054964,2017/8/9 0:00,2018/8/8 0:00,小型汽车,广州市诚安汽车科技有限公司
2018071004506,粤BW63C9,LVGDC46A3EG576399,2017/7/23 0:00,2018/7/22 0:00,小型汽车,广州市番禺区石基机动车检测站
2018071004507,粤DRN164,LSGPB64U1AS099625,2017/7/21 0:00,2018/7/20 0:00,小型汽车,广州怡乐机动车检测有限公司
2018071004508,粤A1262N,LGXC16DF6A0041331,2017/7/28 0:00,2018/7/27 0:00,小型汽车,广州科韵汽车检测有限公司
2018071004509,粤AFZ520,LSGJV52P64S222053,2018/7/3 0:00,2019/7/2 0:00,小型汽车,广州市外运机动车检测有限公司
2018071004510,粤A698YG,LSVAM41ZX92432851,2018/5/2 0:00,2019/5/1 0:00,小型汽车,广州市番禺区番安机动车检测站
2018071004511,粤A20A35,LFMAC22C760754534,2017/7/28 0:00,2018/7/27 0:00,小型汽车,广州科韵汽车检测有限公司
2018071004512,粤A045G8,LFMAN42A270034595,2017/12/25 0:00,2018/12/24 0:00,小型汽车,广州市黄埔姬堂机动车检测站
2018071004513,粤A786E5,LJNTGU2G07N023859,2018/7/7 0:00,2019/7/6 0:00,小型汽车,广州市安华机动车检测有限公司
2018071004514,粤A08W55,LFMARE2C980112755,2017/12/28 0:00,2018/12/27 0:00,小型汽车,增城市新塘机动车检测站
2018071004515,粤A13Q20,LHGRB3861B8020361,2018/5/2 0:00,2019/5/2 0:00,小型汽车,广州市桥北机动车辆检测有限公司
2018071004516,粤AA6P81,LJDGAA229B0198417,2017/7/15 0:00,2018/7/14 0:00,小型汽车,广州市必高飘峰汽车检测站
2018071004517,粤AH8510801,LJ11KAA11H8510801,2018/6/6 0:00,2019/6/5 0:00,小型汽车,广州市升平机动车检测有限公司
2018071004518,皖BNN011,LVVDB11BXAD280222,2017/8/22 0:00,2018/8/21 0:00,小型汽车,广州市白云区粤翔机动车检测站
2018071004519,粤RN7637,LZWACAGA3E7007312,2018/7/6 0:00,2019/7/5 0:00,小型汽车,广州隆新汽车检测服务有限公司
2018071004520,粤AY109V,LSGJA52UXAH211731,2017/8/30 0:00,2018/8/29 0:00,小型汽车,广州大昌行喜龙机动车检测有限公司
2018071004521,粤A3B4R3,LSVFA49J232001120,,,小型汽车,广州市番禺区石基机动车检测站
2018071004522,粤A6FM03,LGG8D2D12CZ048379,2017/8/3 0:00,2018/8/2 0:00,小型汽车,广州市大康机动车检测有限公司
2018071004523,粤K4Z410,LH16CHH013H018551,2018/7/10 0:00,2019/7/9 0:00,小型汽车,广州从速机动车服务有限公司
2018071004524,粤AE1F03,LGXC96DG1B1043596,2017/8/9 0:00,2018/8/8 0:00,小型汽车,广州科韵汽车检测有限公司
2018071004525,粤A5E868,WOLOZCF6941107613,2017/7/11 0:00,2018/7/10 0:00,小型汽车,广东粤港机动车检测有限公司
2018071004526,粤AUQ838,LDND4LFE070141111,2017/8/5 0:00,2018/8/4 0:00,小型汽车,广州市龙口汽车检测有限公司
2018071004527,粤AP353U,LVGDL25R1CG026076,2017/8/10 0:00,2018/8/9 0:00,小型汽车,广州市交海汽车检测有限公司
2018071004528,粤AL326K,LGBG22E029Y194440,2017/7/30 0:00,2018/7/29 0:00,小型汽车,广州市黄埔姬堂机动车检测站
2018071004529,粤AS1H58,LBVFP3902CSF46253,2017/8/8 0:00,2018/8/7 0:00,小型汽车,广州市城市客运交通技术咨询服务中心
2018071004530,粤A862CK,LS4BDB1D96A505274,2018/4/10 0:00,2019/4/9 0:00,小型汽车,广州保兴车辆检测科技有限公司
2018071004531,粤A140ESA,LHGRB3860A8019460,,,大型汽车,广州市城市客运交通技术咨询服务中心
2018071004532,粤AD527L,LS5A3ADE6AB088952,2017/8/3 0:00,2018/8/2 0:00,小型汽车,广州市天河安利汽车检测中心
2018071004533,粤AN701C,SALVA1BG1CH678256,2017/8/3 0:00,2018/8/2 0:00,小型汽车,广东广物汽贸机动车检测服务有限公司
2018071004534,粤A957P3,LGBG22E098Y131088,2017/7/11 0:00,2018/7/10 0:00,小型汽车,广州大昌行喜龙机动车检测有限公司
2018071004535,粤AF1985,LA6R4FSC6ABA02176,,,大型汽车,广州交通集团汽车检测服务有限公司
2018071004536,粤A565FW,LSGUD82C9AE046656,2018/6/26 0:00,2019/6/25 0:00,小型汽车,广州市安华机动车检测有限公司
2018071004537,粤A038A1,LGBK22E757Y005168,2018/6/28 0:00,2019/6/27 0:00,小型汽车,广州保兴车辆检测科技有限公司
2018071004538,粤AKR202,LJNTGU2G55N008500,2018/4/1 0:00,2019/3/31 0:00,小型汽车,广州穗安环保科技发展有限公司
2018071004539,粤ABU265,LGAX4C355H3014527,,,大型汽车,广东粤旅汽车检测有限公司检测站
2018071004540,粤A415TT,WDDFH3DB7BJ676531,2018/7/10 0:00,2019/7/9 0:00,小型汽车,广东粤旅汽车检测有限公司检测站
2018071004541,粤A041Q6,LGBF1AE078R110646,2017/7/17 0:00,2018/7/16 0:00,小型汽车,广州市黄埔姬堂机动车检测站
2018071004542,粤A378Q0,JTHBG262672012661,2018/7/1 0:00,2019/6/30 0:00,小型汽车,广州怡乐机动车检测有限公司
